csvid,name,vanilla,base_sell_price,implemented_in_shandalar
9608,"Moonring Island",,100,
9609,"Morselhoarder",,606,shandalar
9610,"Mossbridge Troll",,360,
9613,"Murderous Redcap",,100,
9614,"Mystic Gate",,200,
9616,"Nurturer Initiate",,60,shandalar
9619,"Oona, Queen of the Fae",,480,shandalar
9620,"Oracle of Nectars",,200,shandalar
9621,"Order of Whiteclay",,208,shandalar
9622,"Painter's Servant",,240,
9625,"Pili-Pala",,40,
9626,"Plague of Vermin",,640,
9627,"Plumeveil",vanilla,100,shandalar
9629,"Polluted Bonds",,600,shandalar
9630,"Power of Fire",,150,
9632,"Prismatic Omen",,1000,
9634,"Prison Term",,100,
9635,"Puca's Mischief",,500,
9636,"Puncture Bolt",,120,shandalar
9637,"Puppeteer Clique",,200,
9639,"Put Away",,40,
9640,"Pyre Charger",,100,shandalar
9641,"Rage Reflection",,700,shandalar
9642,"Raking Canopy",,100,
9645,"Reaper King",,220,
9647,"Repel Intruders",,100,
9648,"Resplendent Mentor",,100,
9650,"Rhys the Redeemed",,240,shandalar
9651,"Rite of Consumption",,60,
9652,"River Kelpie",,300,
9653,"River's Grasp",,100,
9655,"Roughshod Mentor",,100,shandalar
9657,"Runed Halo",,300,
9658,"Runes of the Deus",,150,shandalar
9661,"Safehold Elite",,62,
9663,"Safewright Quest",,40,shandalar
9664,"Sapseep Forest",,100,
9665,"Savor the Moment",,320,
9667,"Scarscale Ritual",,60,
9670,"Scuzzback Marauders",,75,
9671,"Scuzzback Scrapper",vanilla,40,shandalar
9672,"Seedcradle Witch",,100,shandalar
9673,"Shield of the Oversoul",,100,shandalar
9674,"Sickle Ripper",vanilla,33,shandalar
9678,"Smolder Initiate",,60,shandalar
9679,"Somnomancer",,50,shandalar
9680,"Sootstoke Kindler",,40,shandalar
9683,"Spiteflame Witch",,100,shandalar
9684,"Spiteful Visions",,500,shandalar
9686,"Steel of the Godhead",,100,shandalar
9688,"Sunken Ruins",,200,
9689,"Swans of Bryn Argoll",,252,
9690,"Sygg, River Cutthroat",,240,shandalar
9693,"Tattermunge Maniac",,100,shandalar
9694,"Tattermunge Witch",,100,shandalar
9696,"Thistledown Liege",,200,shandalar
9698,"Thought Reflection",,800,
9699,"Thoughtweft Gambit",,100,shandalar
9702,"Torrent of Souls",,100,
9703,"Tower Above",,100,
9705,"Trip Noose",,100,shandalar
9706,"Turn to Mist",,120,
9707,"Twilight Shepherd",,272,
9708,"Tyrannize",,480,
9709,"Umbral Mantle",,100,
9710,"Valleymaker",,272,
9711,"Vexing Shusher",,248,
9715,"Wheel of Sun and Moon",,300,
9720,"Wilt-Leaf Liege",,460,shandalar
9721,"Windbrisk Raptor",,300,shandalar
9723,"Witherscale Wurm",,616,
9725,"Wooded Bastion",,200,
9726,"Woodfall Primus",,672,
9727,"Worldpurge",,720,
9728,"Wort, the Raidmother",,200,
9729,"Wound Reflection",,700,
9733,"Antler Skulkin",,45,
9734,"Archon of Justice",,384,shandalar
9735,"Ashling, the Extinguisher",,292,shandalar
9736,"Balefire Liege",,384,
9738,"Banishing Knack",,80,
9739,"Battlegate Mimic",,50,shandalar
9740,"Batwing Brume",,100,shandalar
9741,"Beckon Apparition",,80,shandalar
9742,"Belligerent Hatchling",,100,shandalar
9744,"Bloom Tender",,200,
9745,"Cache Raiders",,100,shandalar
9746,"Call the Skybreaker",,640,
9747,"Canker Abomination",,100,shandalar
9748,"Cankerous Thirst",,100,
9749,"Cascade Bluffs",,200,
9750,"Cauldron Haze",,100,
9751,"Cenn's Enlistment",,100,
9754,"Clout of the Dominus",,50,shandalar
9755,"Cold-Eyed Selkie",,360,shandalar
9756,"Crackleburr",,200,
9757,"Crag Puca",,100,
9759,"Creakwood Liege",,268,shandalar
9761,"Deathbringer Liege",,348,
9762,"Deity of Scars",,1124,shandalar
9763,"Desecrator Hag",,37,
9764,"Divinity of Pride",,244,shandalar
9765,"Dominus of Fealty",,244,shandalar
9766,"Doomgape",,948,shandalar
9769,"Dream Fracture",,100,shandalar
9770,"Dream Thief",,37,
9771,"Duergar Assailant",,60,shandalar
9773,"Duergar Hedge-Mage",,100,
9774,"Duergar Mine-Captain",,100,shandalar
9775,"Duskdale Wurm",vanilla,100,shandalar
9776,"Edge of the Divinity",,50,shandalar
9777,"Endless Horizons",,1000,
9779,"Evershrike",,200,
9780,"Fable of Wolf and Owl",,700,shandalar
9781,"Fang Skulkin",,50,shandalar
9782,"Favor of the Overbeing",,75,shandalar
9783,"Fetid Heath",,200,
9784,"Fiery Bombardment",,600,
9785,"Figure of Destiny",,3240,
9786,"Fire at Will",,160,shandalar
9787,"Flame Jab",,40,
9788,"Flickerwisp",,100,
9789,"Flooded Grove",,200,
9790,"Gift of the Deity",,150,shandalar
9791,"Gilder Bairn",,100,
9793,"Glen Elendra Archmage",,200,
9796,"Gwyllion Hedge-Mage",,100,
9797,"Hag Hedge-Mage",,100,
9798,"Hallowed Burial",,640,
9801,"Hateflayer",,240,shandalar
9802,"Hearthfire Hobgoblin",vanilla,100,shandalar
9804,"Helix Pinnacle",,400,
9806,"Hoof Skulkin",,46,shandalar
9807,"Hotheaded Giant",,73,
9808,"Idle Thoughts",,100,shandalar
9811,"Inside Out",,120,
9812,"Inundate",,560,shandalar
9813,"Invert the Skies",,100,shandalar
9814,"Jawbone Skulkin",,60,shandalar
9817,"Leering Emblem",,248,shandalar
9818,"Light from Within",,500,
9822,"Merrow Bonegnawer",,60,shandalar
9823,"Merrow Levitator",,45,shandalar
9824,"Mindwrack Liege",,208,shandalar
9825,"Mirror Sheen",,400,shandalar
9826,"Monstrify",,100,
9828,"Murkfiend Liege",,244,
9829,"Necroskitter",,208,
9830,"Needle Specter",,200,shandalar
9831,"Nettle Sentinel",,168,shandalar
9832,"Nightmare Incursion",,560,
9833,"Nightsky Mimic",,50,shandalar
9834,"Nip Gwyllion",vanilla,40,shandalar
9835,"Nobilis of War",,208,shandalar
9838,"Noggle Hedge-Mage",,100,
9840,"Noxious Hatchling",,100,shandalar
9841,"Nucklavee",,100,
9843,"Oona's Grace",,160,
9845,"Overbeing of Myth",,200,shandalar
9846,"Patrol Signaler",,100,shandalar
9847,"Primalcrux",,200,shandalar
9848,"Puncture Blast",,160,shandalar
9849,"Pyrrhic Revival",,560,shandalar
9850,"Quillspike",,100,
9851,"Raven's Crime",,60,
9854,"Regal Force",,360,shandalar
9855,"Rekindled Flame",,400,
9857,"Restless Apparition",,100,
9858,"Rise of the Hobgoblins",,600,shandalar
9859,"Riverfall Mimic",,50,shandalar
9860,"Rugged Prairie",,200,
9861,"Sanity Grinding",,320,
9862,"Sapling of Colfenor",,360,shandalar
9863,"Savage Conception",,100,
9864,"Scarecrone",,200,
9865,"Scourge of the Nobilis",,200,
9866,"Selkie Hedge-Mage",,100,
9867,"Shell Skulkin",,45,shandalar
9868,"Shorecrasher Mimic",,50,shandalar
9869,"Shrewd Hatchling",,100,shandalar
9870,"Slippery Bogle",vanilla,40,shandalar
9872,"Snakeform",,160,
9873,"Soot Imp",,100,shandalar
9875,"Soul Snuffers",,100,shandalar
9876,"Spirit of the Hearth",,240,
9877,"Spitemare",,100,
9878,"Spitting Image",,800,
9879,"Springjack Pasture",,200,
9881,"Stigma Lasher",,448,shandalar
9882,"Stillmoon Cavalier",,200,shandalar
9884,"Sturdy Hatchling",,100,shandalar
9885,"Suture Spirit",,100,
9887,"Syphon Life",,100,
9889,"Talara's Battalion",,628,
9891,"Thunderblust",,248,
9892,"Tilling Treefolk",,45,shandalar
9894,"Twilight Mire",,200,
9895,"Twinblade Slasher",,100,shandalar
9896,"Umbra Stalker",,200,shandalar
9897,"Unmake",,160,shandalar
9898,"Unnerving Assault",,100,shandalar
9899,"Unwilling Recruit",,100,shandalar
9900,"Voracious Hatchling",,100,shandalar
9901,"Wake Thrasher",,200,
9902,"Ward of Bones",,200,
9903,"Waves of Aggression",,480,
9904,"Wickerbough Elder",,73,
9906,"Woodlurker Mimic",,50,shandalar
9907,"Worm Harvest",,560,
9908,"Ad Nauseam",,1040,
9909,"Agony Warp",,120,
9910,"Ajani Vengeant",,2800,
9911,"Akrasan Squire",,90,shandalar
9913,"Angelic Benediction",,100,
9914,"Angelsong",,120,
9917,"Bant Battlemage",,100,
9918,"Bant Charm",,100,
9919,"Bant Panorama",,40,
9920,"Battlegrace Angel",,452,shandalar
9922,"Blister Beetle",,40,shandalar
9923,"Blood Cultist",,100,shandalar
9925,"Bloodthorn Taunter",,40,shandalar
9926,"Bone Splinters",,40,
9927,"Branching Bolt",,160,
9928,"Brilliant Ultimatum",,640,
9929,"Caldera Hellion",,300,shandalar
9930,"Call to Heel",,120,shandalar
9934,"Clarion Ultimatum",,640,
9937,"Corpse Connoisseur",,100,
9938,"Courier's Capsule",,50,shandalar
9939,"Court Archers",,67,shandalar
9941,"Cradle of Vitality",,400,shandalar
9942,"Crucible of Fire",,500,shandalar
9943,"Cunning Lethemancer",,200,shandalar
9944,"Cylian Elf",vanilla,41,shandalar
9946,"Death Baron",,200,shandalar
9949,"Dispeller's Capsule",,83,shandalar
9952,"Dregscape Zombie",,50,
9953,"Druid of the Anima",,40,shandalar
9954,"Drumhunter",,100,shandalar
9955,"Elspeth, Knight-Errant",,3200,
9957,"Empyrial Archangel",,584,
9958,"Esper Battlemage",,100,
9959,"Esper Charm",,100,
9960,"Esper Panorama",,40,
9962,"Etherium Sculptor",,100,
9963,"Ethersworn Canonist",,248,
9964,"Excommunicate",,120,shandalar
9965,"Executioner's Capsule",,83,shandalar
9966,"Exuberant Firestoker",,100,shandalar
9967,"Fatestitcher",,100,
9969,"Filigree Sages",,100,
9970,"Fire-Field Ogre",,100,
9971,"Flameblast Dragon",,340,
9972,"Fleshbag Marauder",,100,shandalar
9973,"Gather Specimens",,200,
9974,"Gift of the Gargantuan",,80,
9975,"Glaze Fiend",,30,shandalar
9976,"Goblin Assault",,400,
9977,"Goblin Deathraiders",vanilla,60,shandalar
9980,"Grixis Battlemage",,100,
9981,"Grixis Charm",,100,
9982,"Grixis Panorama",,40,
9983,"Guardians of Akrasa",,65,shandalar
9985,"Hell's Thunder",,576,
9986,"Hindering Light",,120,shandalar
9987,"Hissing Iguanar",,45,
9988,"Immortal Coil",,200,
9990,"Invincible Hymn",,720,shandalar
9991,"Jhessian Lookout",vanilla,33,shandalar
9992,"Jund Battlemage",,100,
9993,"Jund Charm",,100,
9994,"Jund Panorama",,40,
9997,"Kederekt Creeper",,56,
9998,"Kederekt Leviathan",,212,
9999,"Keeper of Progenitus",,200,
10001,"Knight of the White Orchid",,524,shandalar
10002,"Knight-Captain of Eos",,200,shandalar
10003,"Kresh the Bloodbraided",,360,
10005,"Lightning Talons",,100,shandalar
10007,"Magma Spray",,80,shandalar
10008,"Manaplasm",,200,shandalar
10009,"Marble Chalice",,50,shandalar
10010,"Master of Etherium",,200,shandalar
10011,"Mayael the Anima",,624,
10012,"Memory Erosion",,400,shandalar
10014,"Mighty Emergence",,100,shandalar
10015,"Mindlock Orb",,200,
10016,"Minion Reflector",,200,
10017,"Mosstodon",,60,shandalar
10018,"Mycoloth",,312,shandalar
10019,"Naya Battlemage",,100,
10020,"Naya Charm",,100,
10021,"Naya Panorama",,40,
10022,"Necrogenesis",,100,shandalar
10023,"Obelisk of Bant",,50,shandalar
10024,"Obelisk of Esper",,50,shandalar
10025,"Obelisk of Grixis",,50,shandalar
10026,"Obelisk of Jund",,50,shandalar
10027,"Obelisk of Naya",,50,shandalar
10028,"Onyx Goblet",,50,shandalar
10029,"Ooze Garden",,600,shandalar
10031,"Predator Dragon",,208,shandalar
10032,"Prince of Thralls",,664,
10035,"Qasali Ambusher",,100,
10036,"Quietus Spike",,200,shandalar
10037,"Rafiq of the Many",,864,shandalar
10039,"Ranger of Eos",,300,shandalar
10040,"Realm Razer",,200,
10041,"Relic of Progenitus",,83,
10042,"Resounding Roar",,120,
10043,"Resounding Scream",,80,
10044,"Resounding Silence",,200,
10045,"Resounding Thunder",,160,
10046,"Resounding Wave",,160,
10047,"Rhox Charger",,100,shandalar
10050,"Sacellum Godspeaker",,200,
10051,"Salvage Titan",,268,
10053,"Sarkhan Vol",,3200,
10056,"Scourglass",,200,
10057,"Sedraxis Specter",,372,
10058,"Sedris, the Traitor King",,960,
10060,"Sharding Sphinx",,208,
10061,"Sharuum the Hegemon",,960,shandalar
10064,"Sigil Blessing",,120,shandalar
10065,"Sigil of Distinction",,332,
10066,"Sigiled Paladin",,100,shandalar
10069,"Skill Borrower",,200,
10070,"Skullmulcher",,200,shandalar
10071,"Soul's Fire",,160,
10074,"Spearbreaker Behemoth",,240,shandalar
10076,"Sphinx Sovereign",,536,
10078,"Sprouting Thrinax",,100,shandalar
10080,"Steward of Valeron",,112,shandalar
10083,"Tar Fiend",,208,shandalar
10084,"Tezzeret the Seeker",,3600,
10085,"Thorn-Thrash Viashino",,37,shandalar
10086,"Thoughtcutter Agent",,100,shandalar
10087,"Thunder-Thrash Elder",,100,shandalar
10088,"Tidehollow Sculler",,100,
10089,"Titanic Ultimatum",,640,shandalar
10093,"Vein Drinker",,328,shandalar
10095,"Vicious Shadows",,800,
10096,"Violent Ultimatum",,800,shandalar
10097,"Viscera Dragger",,54,
10100,"Waveskimmer Aven",,61,shandalar
10102,"Where Ancients Tread",,600,shandalar
10105,"Absorb Vis",,160,
10108,"Apocalypse Hydra",,200,shandalar
10109,"Armillary Sphere",,62,shandalar
10111,"Aven Squire",,60,shandalar
10113,"Banefire",,240,
10114,"Beacon Behemoth",,60,shandalar
10115,"Blood Tyrant",,360,shandalar
10116,"Bloodhall Ooze",,240,
10117,"Bone Saw",,125,shandalar
10119,"Canyon Minotaur",vanilla,36,shandalar
10120,"Celestial Purge",,100,shandalar
10121,"Charnelhoard Wurm",,452,shandalar
10122,"Child of Alara",,1752,shandalar
10123,"Cliffrunner Behemoth",,288,shandalar
10124,"Conflux",,1440,
10128,"Countersquall",,100,shandalar
10129,"Court Homunculus",,60,shandalar
10130,"Cylian Sunsinger",,2244,shandalar
10133,"Drag Down",,160,shandalar
10134,"Dragonsoul Knight",,100,
10135,"Dreadwing",,100,shandalar
10138,"Esperzoa",,100,shandalar
10139,"Ethersworn Adjudicator",,488,shandalar
10141,"Extractor Demon",,408,
10142,"Faerie Mechanist",,37,
10143,"Fiery Fall",,280,
10145,"Fleshformer",,100,shandalar
10147,"Giltspire Avenger",,200,
10148,"Gleam of Resistance",,240,
10149,"Gluttonous Slime",,100,shandalar
10150,"Goblin Outlander",vanilla,41,shandalar
10151,"Goblin Razerunners",,252,
10152,"Grixis Illusionist",,60,shandalar
10153,"Grixis Slavedriver",,100,
10155,"Hellkite Hatchling",,100,shandalar
10156,"Hellspark Elemental",,100,
10158,"Infectious Horror",,37,shandalar
10160,"Kaleidostone",,62,
10161,"Kederekt Parasite",,240,shandalar
10162,"Knight of the Reliquary",,200,shandalar
10163,"Knotvine Mystic",,100,
10165,"Lapse of Certainty",,160,shandalar
10166,"Maelstrom Archangel",,800,
10167,"Magister Sphinx",,360,shandalar
10168,"Malfegor",,688,shandalar
10170,"Mark of Asylum",,300,shandalar
10171,"Martial Coup",,480,shandalar
10172,"Master Transmuter",,200,shandalar
10173,"Meglonoth",,520,
10174,"Might of Alara",,140,shandalar
10175,"Mirror-Sigil Sergeant",,624,shandalar
10178,"Nacatl Outlander",vanilla,41,shandalar
10179,"Nacatl Savage",vanilla,33,shandalar
10180,"Nicol Bolas, Planeswalker",,4800,
10181,"Noble Hierarch",,420,shandalar
10182,"Nyxathid",,900,shandalar
10183,"Paleoloth",,272,shandalar
10184,"Paragon of the Amesha",,100,
10185,"Parasitic Strix",,46,
10187,"Progenitus",,1344,
10189,"Rakka Mar",,200,shandalar
10190,"Reliquary Tower",,100,shandalar
10193,"Rotting Rats",,40,
10194,"Rupture Spire",,40,shandalar
10196,"Salvage Slasher",,40,shandalar
10197,"Scarland Thrinax",,100,
10198,"Scattershot Archer",,75,shandalar
10199,"Scepter of Dominance",,200,shandalar
10200,"Scepter of Fugue",,200,shandalar
10201,"Scepter of Insight",,200,shandalar
10203,"Sedraxis Alchemist",,46,
10204,"Shambling Remains",,100,
10205,"Shard Convergence",,100,
10206,"Sigil of the Empty Throne",,700,shandalar
10208,"Sludge Strider",,100,
10209,"Soul's Majesty",,480,shandalar
10210,"Sphinx Summoner",,200,shandalar
10211,"Spore Burst",,100,shandalar
10213,"Sylvan Bounty",,280,
10214,"Telemin Performance",,480,
10215,"Thornling",,4400,shandalar
10217,"Traumatic Visions",,40,
10218,"Tukatongue Thallid",,60,shandalar
10221,"Valeron Outlander",vanilla,41,shandalar
10224,"Vedalken Outlander",vanilla,41,shandalar
10227,"Voices from the Void",,100,shandalar
10228,"Volcanic Fallout",,100,
10229,"Voracious Dragon",,244,
10230,"Wall of Reverence",,324,shandalar
10233,"Worldheart Phoenix",,200,
10236,"Anathemancer",,100,
10237,"Architects of Will",,72,
10238,"Ardent Plea",,100,
10239,"Arsenal Thresher",,37,
10242,"Bant Sureblade",,50,shandalar
10243,"Behemoth Sledge",,100,shandalar
10244,"Bituminous Blast",,100,
10245,"Blitz Hellion",,748,shandalar
10246,"Bloodbraid Elf",,100,
10249,"Captured Sunlight",,100,
10250,"Cerodon Yearling",vanilla,41,shandalar
10251,"Cloven Casting",,800,
10252,"Colossal Might",,120,shandalar
10254,"Dauntless Escort",,268,shandalar
10255,"Deadshot Minotaur",,52,
10256,"Deathbringer Thoctar",,256,
10257,"Defiler of Souls",,544,
10258,"Demonic Dread",,100,
10259,"Demonspine Whip",,100,shandalar
10260,"Deny Reality",,120,
10263,"Dragon Broodmother",,416,shandalar
10264,"Drastic Revelation",,100,shandalar
10265,"Enigma Sphinx",,208,
10266,"Enlisted Wurm",,100,
10268,"Esper Stormblade",,50,shandalar
10271,"Ethersworn Shieldmage",,46,shandalar
10272,"Etherwrought Page",,100,
10273,"Fieldmist Borderpost",,50,
10275,"Filigree Angel",,200,shandalar
10276,"Finest Hour",,600,
10277,"Firewild Borderpost",,50,
10278,"Flurry of Wings",,100,shandalar
10281,"Glory of Warfare",,500,
10285,"Grixis Grimblade",,50,shandalar
10287,"Grizzled Leotau",vanilla,53,shandalar
10288,"Identity Crisis",,560,shandalar
10289,"Igneous Pouncer",,34,
10290,"Illusory Demon",,100,shandalar
10291,"Intimidation Bolt",,100,
10292,"Jenara, Asura of War",,8096,shandalar
10293,"Jhessian Zombies",,37,
10294,"Jund Hackblade",,50,shandalar
10296,"Karrthus, Tyrant of Jund",,1200,
10297,"Kathari Bomber",,46,
10298,"Kathari Remnant",,100,
10299,"Knight of New Alara",,200,
10300,"Knotvine Paladin",,248,shandalar
10301,"Lavalanche",,640,shandalar
10303,"Lich Lord of Unx",,200,shandalar
10304,"Lightning Reaver",,200,
10305,"Lord of Extinction",,200,shandalar
10306,"Lorescale Coatl",,100,shandalar
10307,"Madrush Cyclops",,252,shandalar
10308,"Maelstrom Nexus",,1200,
10309,"Maelstrom Pulse",,560,shandalar
10310,"Mage Slayer",,100,shandalar
10314,"Mask of Riddles",,100,shandalar
10315,"Mayael's Aria",,400,shandalar
10317,"Mind Funeral",,100,
10318,"Mistvein Borderpost",,50,
10319,"Monstrous Carabid",,61,
10321,"Mycoid Shepherd",,336,
10322,"Naya Hushblade",,50,shandalar
10324,"Necromancer's Covenant",,700,shandalar
10325,"Nemesis of Reason",,400,shandalar
10326,"Nulltread Gargantuan",,100,
10327,"Offering to Asha",,200,shandalar
10328,"Pale Recluse",,60,
10330,"Putrid Leech",,786,shandalar
10331,"Qasali Pridemage",,112,shandalar
10332,"Reborn Hope",,100,shandalar
10333,"Retaliator Griffin",,200,
10334,"Rhox Brute",vanilla,49,shandalar
10335,"Sages of the Anima",,208,
10336,"Sanctum Plowbeast",,57,
10342,"Sigil Captain",,100,
10347,"Slave of Bolas",,100,
10348,"Soul Manipulation",,40,
10349,"Soulquake",,640,shandalar
10350,"Sovereigns of Lost Alara",,240,
10351,"Spellbound Dragon",,240,
10352,"Spellbreaker Behemoth",,384,
10353,"Sphinx of the Steel Wind",vanilla,896,shandalar
10355,"Stun Sniper",,100,shandalar
10356,"Tainted Sigil",,100,shandalar
10358,"Thopter Foundry",,100,shandalar
10359,"Thought Hemorrhage",,400,
10360,"Thraximundar",,600,
10361,"Time Sieve",,200,shandalar
10363,"Unbender Tine",,100,shandalar
10364,"Unscythe, Killer of Kings",,200,
10365,"Uril, the Miststalker",,640,shandalar
10366,"Valley Rannet",,57,
10369,"Vedalken Heretic",,200,shandalar
10370,"Veinfire Borderpost",,50,
10371,"Vengeful Rebirth",,100,
10372,"Violent Outburst",,180,
10373,"Vithian Renegades",,100,shandalar
10374,"Wall of Denial",vanilla,100,shandalar
10375,"Wargate",,400,shandalar
10376,"Wildfield Borderpost",,50,
10377,"Winged Coatl",vanilla,20,shandalar
10378,"Zealous Persecution",,100,
10379,"Acidic Slime",,100,shandalar
10380,"Acolyte of Xathrid",,45,
10381,"Act of Treason",,100,shandalar
10382,"Alluring Siren",,100,
10383,"Angel's Mercy",,260,shandalar
10384,"Ant Queen",,320,shandalar
10385,"Awakener Druid",,100,
10386,"Baneslayer Angel",,1680,
10387,"Berserkers of Blood Ridge",,78,shandalar
10388,"Blinding Mage",,75,shandalar
10389,"Borderland Ranger",,46,shandalar
10390,"Bountiful Harvest",,140,shandalar
10392,"Burning Inquiry",,5,shandalar
10393,"Burst of Speed",,40,shandalar
10394,"Capricious Efreet",,268,
10395,"Captain of the Watch",,256,shandalar
10396,"Cemetery Reaper",,336,shandalar
10397,"Centaur Courser",vanilla,45,shandalar
10398,"Child of Night",vanilla,46,shandalar
10399,"Clone",,100,shandalar
10401,"Cudgel Troll",,100,shandalar
10402,"Deadly Recluse",vanilla,33,shandalar
10403,"Disentomb",,60,shandalar
10405,"Divination",,140,shandalar
10406,"Divine Verdict",,200,shandalar
10407,"Djinn of Wishes",,452,
10408,"Doom Blade",,180,shandalar
10409,"Dragonskull Summit",,200,shandalar
10410,"Dread Warlock",,46,shandalar
10411,"Drowned Catacomb",,200,shandalar
10412,"Elite Vanguard",vanilla,100,shandalar
10413,"Elvish Archdruid",,336,shandalar
10416,"Essence Scatter",,120,shandalar
10417,"Fiery Hellhound",,196,shandalar
10418,"Gargoyle Castle",,200,
10419,"Glacial Fortress",,200,shandalar
10420,"Glorious Charge",,120,shandalar
10421,"Goblin Artillery",,100,shandalar
10422,"Goblin Chieftain",,260,shandalar
10423,"Goblin Piker",vanilla,33,shandalar
10424,"Gorgon Flail",,100,shandalar
10425,"Great Sable Stag",,360,
10426,"Griffin Sentinel",vanilla,60,shandalar
10427,"Guardian Seraph",,252,
10428,"Harm's Way",,100,
10429,"Hive Mind",,700,
10430,"Honor of the Pure",,600,shandalar
10431,"Howling Banshee",,100,shandalar
10432,"Ice Cage",,75,
10433,"Illusionary Servant",,78,
10434,"Indestructibility",,500,shandalar
10436,"Jackal Familiar",,93,
10437,"Kalonian Behemoth",vanilla,360,shandalar
10439,"Lifelink",,125,shandalar
10441,"Lurking Predators",,700,
10442,"Magebane Armor",,200,shandalar
10443,"Magma Phoenix",,300,
10444,"Master of the Wild Hunt",,720,
10445,"Merfolk Sovereign",,336,shandalar
10446,"Mind Control",,100,shandalar
10447,"Mirror of Fate",,200,
10450,"Nature's Spiral",,100,shandalar
10452,"Open the Vaults",,720,shandalar
10453,"Palace Guard",,131,
10454,"Planar Cleansing",,560,
10455,"Prized Unicorn",,100,
10456,"Protean Hydra",,536,
10458,"Rhox Pikemaster",,100,
10459,"Rise from the Grave",,100,
10460,"Rootbound Crag",,200,shandalar
10461,"Runeclaw Bear",vanilla,41,shandalar
10462,"Safe Passage",,160,shandalar
10463,"Sanguine Bond",,500,shandalar
10464,"Seismic Strike",,160,shandalar
10465,"Sign in Blood",,80,shandalar
10467,"Siege Mastodon",vanilla,40,shandalar
10468,"Silence",,480,
10469,"Silvercoat Lion",vanilla,41,shandalar
10470,"Sleep",,100,
10471,"Solemn Offering",,100,shandalar
10473,"Sphinx Ambassador",,480,
10474,"Stampeding Rhino",vanilla,78,shandalar
10475,"Stormfront Pegasus",vanilla,46,shandalar
10476,"Sunpetal Grove",,200,shandalar
10477,"Tome Scour",,20,shandalar
10478,"Undead Slayer",,100,shandalar
10479,"Vampire Aristocrat",,420,shandalar
10480,"Vampire Nocturnus",,864,shandalar
10481,"Veteran Armorsmith",,105,shandalar
10482,"Veteran Swordsmith",,75,shandalar
10483,"Viashino Spearhunter",vanilla,37,shandalar
10485,"Wall of Frost",,100,
10486,"Warpath Ghoul",vanilla,50,shandalar
10487,"Windstorm",,100,shandalar
10488,"Xathrid Demon",,1280,
10491,"Zombie Goliath",vanilla,45,shandalar
10492,"Adventuring Gear",,62,shandalar
10493,"Akoum Refuge",,100,shandalar
10494,"Archive Trap",,1040,
10495,"Archmage Ascension",,500,
10496,"Arid Mesa",,200,shandalar
10497,"Armament Master",,348,shandalar
10498,"Arrow Volley Trap",,100,
10499,"Æther Figment",,100,
10500,"Bala Ged Thief",,208,
10501,"Baloth Cage Trap",,100,
10502,"Baloth Woodcrasher",,100,shandalar
10503,"Beast Hunt",,140,
10504,"Beastmaster Ascension",,500,
10505,"Blade of the Bloodchief",,200,
10506,"Bladetusk Boar",vanilla,40,shandalar
10507,"Blazing Torch",,100,
10508,"Blood Seeker",,100,
10509,"Blood Tribute",,720,
10510,"Bloodchief Ascension",,300,
10511,"Bloodghast",,280,
10512,"Bog Tatters",vanilla,43,shandalar
10513,"Bold Defense",,160,
10514,"Brave the Elements",,100,
10515,"Burst Lightning",,100,
10516,"Caller of Gales",,120,shandalar
10517,"Caravan Hurda",vanilla,13,shandalar
10518,"Carnage Altar",,100,shandalar
10519,"Celestial Mantle",,1000,shandalar
10520,"Chandra Ablaze",,4000,
10521,"Cliff Threader",vanilla,70,shandalar
10522,"Cobra Trap",,100,
10523,"Conqueror's Pledge",,640,
10524,"Cosi's Trickster",,240,
10525,"Crypt Ripper",,471,shandalar
10526,"Crypt of Agadeem",,200,
10527,"Day of Judgment",,560,shandalar
10528,"Desecrated Earth",,160,shandalar
10529,"Devout Lightcaster",,260,shandalar
10530,"Disfigure",,120,shandalar
10531,"Eldrazi Monument",,248,shandalar
10532,"Electropotence",,1200,
10533,"Elemental Appeal",,480,
10534,"Emeria Angel",,360,shandalar
10535,"Emeria, the Sky Ruin",,200,shandalar
10536,"Eternity Vessel",,216,
10537,"Expedition Map",,83,shandalar
10538,"Explorer's Scope",,50,
10539,"Feast of Blood",,100,shandalar
10540,"Felidar Sovereign",,848,shandalar
10541,"Frontier Guide",,100,shandalar
10542,"Gatekeeper of Malakir",,100,
10543,"Geyser Glider",,100,shandalar
10544,"Giant Scorpion",vanilla,45,shandalar
10545,"Gigantiform",,700,
10546,"Goblin Bushwhacker",,90,
10547,"Goblin Guide",,672,shandalar
10548,"Goblin Ruinblaster",,100,
10549,"Goblin Shortcutter",,70,shandalar
10550,"Goblin War Paint",,100,shandalar
10551,"Gomazoa",,100,
10553,"Graypelt Refuge",,100,shandalar
10554,"Grazing Gladehart",,65,shandalar
10555,"Greenweaver Druid",,100,shandalar
10556,"Grim Discovery",,80,
10557,"Guul Draz Specter",,268,shandalar
10558,"Guul Draz Vampire",,90,shandalar
10559,"Hagra Crocodile",,48,shandalar
10560,"Hagra Diabolist",,100,shandalar
10561,"Halo Hunter",,328,shandalar
10562,"Heartstabber Mosquito",,37,
10563,"Hedron Crab",,100,shandalar
10564,"Hedron Scrabbler",,60,shandalar
10565,"Hellfire Mongrel",,100,
10566,"Hellkite Charger",,408,
10567,"Hideous End",,200,shandalar
10568,"Highland Berserker",,70,shandalar
10569,"Inferno Trap",,100,
10570,"Into the Roil",,160,
