Sort order;Name (will be cut down);Full Card Name in CSV (must be exactly the same);Type: Effect;Type: Artifact;Type: Interrupt;Type: Instant;Type: Sorcery;Type: Enchantment;Type: Creature;Type: Land;Family;Color Unused;Color ArtMana;Color White;Color Red;Color Green;Color Blue;Color Black;Color Colorless;Required Colorless Mana (total);Required COLOR Mana (total);cc[2];Power;Toughness;Extra Flags (Unused);Extra Flags (Unused);Extra Flags (Unused);Extra Flags (Unused);Extra Flags (Unused);Extra Flags (Unused);Modifies Produced Mana;Modifies Casting Cost;Unused;Code Address;Ability: Unknown;Ability: Double Strike;Ability: Infect;Ability: Temp Color Changed (not used in this struct);Ability: Temp Ability Added (not used in this struct);Ability: Temp Power Changed (not used in this struct);Ability: Temp Toughness Changed (not used in this struct);Ability: Temp Transformed (not used in this struct);Ability: Defender;Ability: Prot from Lands;Ability: Banding when Attacking;Ability: Prot from Sorceries;Ability: Changeling;Ability: Prot from Instants;Ability: Shroud;Ability: Prot from Artifacts;Ability: Prot from White;Ability: Prot from Red;Ability: Prot from Green;Ability: Prot from Blue;Ability: Prot from Black;Ability: Reach;Ability: Regeneration;Ability: First Strike;Ability: Trample;Ability: Banding;Ability: Flying;Ability: Plainswalk;Ability: Mountainswalk;Ability: Forestwalk;Ability: Islandwalk;Ability: Swampwalk;Flags: Ability Cost;Flags: Play Cost;Flags: Unknown (unused);Flags: Special Code When Controlled;Flags: Fellwar Stone;Flags: Declare Attack;Flags: Before Combat;Flags: Force Attack;Flags: Paid Block;Flags: Paid Attack;Flags: Lich;Flags: Select Block;Flags: Select Attack;Flags: Martyr;Flags: Act Use X;Flags: Paid Mana Source;Flags: Became Creature;Flags: Activated Counterspell;Flags: Interrupt;Flags: Mana Source;Flags: Unknown (Shandalar);Flags: Unknown (Shandalar);Flags: Unknown (Shandalar);Flags: Unknown (Shandalar);Flags: Unknown (Shandalar);Flags: Unknown (Some AI DrawCard stuff);Flags: Counters;Flags: Inflatable Toughness;Flags: Inflatable Power;Flags: Protect;Flags: Activate Interrupt;Flags: Activate;Rarity (copied);Activate after Combat;Activate after Blockers;Activate before Blockers;Activate before Combat;Play after Combat;Play after Blockers;Play before Blockers;Play before Combat;Expansion (copied);Creature Rating Mod
10000;Quirion Dryad;Quirion Dryad;0;0;0;0;0;0;1;0;-1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0x20017F4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10000;Quirion Elves;Quirion Elves;0;0;0;0;0;0;1;0;-1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0x2009e68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Quirion Ranger;Quirion Ranger;0;0;0;0;0;0;1;0;-1;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0x2001713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;1
10000;Qumulox;Qumulox;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;1;0;0;6;2;1;5;4;0;0;0;0;0;0;0;1;0;0x200cc76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
10000;Rabble-Rouser;Rabble-Rouser;0;0;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0x200b92a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
10000;Rabid Rats;Rabid Rats;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0x200a11a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
10000;Rabid Wombat;Rabid Wombat;0;0;0;0;0;0;1;0;-1;0;0;0;0;1;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0x200cd9d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
10000;Racecourse Fury;Racecourse Fury;0;0;0;0;0;1;0;0;-1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0x2007645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0
10000;Rack and Ruin;Rack and Ruin;0;0;0;1;0;0;0;0;-1;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0x2003AAE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1
10000;Rackling;Rackling;0;1;0;0;0;0;1;0;-1;0;0;0;0;0;0;0;1;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0x200c343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Radha, Heir to Keld;Radha, Heir to Keld;0;0;0;0;0;0;1;0;14;0;0;0;1;1;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0x200282F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;2
10000;Radiant Fountain;Radiant Fountain;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0x200cb22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Radiant, Archangel;Radiant, Archangel;0;0;0;0;0;0;1;0;14;0;0;1;0;0;0;0;0;3;2;0;3;3;0;0;0;0;0;0;0;0;0;0x2003AB3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
10000;Radiant's Dragoons;Radiant's Dragoons;0;0;0;0;0;0;1;0;-1;0;0;1;0;0;0;0;0;3;1;0;2;5;0;0;0;0;0;0;0;0;0;0x20028F7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
10000;Radiant's Judgment;Radiant's Judgment;0;0;0;1;0;0;0;0;-1;0;0;1;0;0;0;0;0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0x200a33b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
10000;Radjan Spirit;Radjan Spirit;0;0;0;0;0;0;1;0;-1;0;0;0;0;1;0;0;0;3;1;0;3;2;0;0;0;0;0;0;0;0;0;0x200c4bf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;2
10000;Rafiq of the Many;Rafiq of the Many;0;0;0;0;0;0;1;0;14;0;0;1;0;1;1;0;0;1;3;0;3;3;0;0;0;0;0;0;0;0;0;0x2002AA0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3
10000;Rag Dealer;Rag Dealer;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0x200a1f1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
10000;Rag Man;Rag Man;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;0;1;0;2;2;0;2;1;0;0;0;0;0;0;0;0;0;0x4C6500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
10000;Ragamuffyn;Ragamuffyn;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0x2006e07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0
10000;Rage Extractor;Rage Extractor;0;1;0;0;0;0;0;0;-1;0;0;0;1;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;1;0;0x200476F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1
10000;Rage Forger;Rage Forger;0;0;0;0;0;0;1;0;-1;0;0;0;1;0;0;0;0;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0x2007b9a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10000;Rage Nimbus;Rage Nimbus;0;0;0;0;0;0;1;0;-1;0;0;0;1;0;0;0;0;2;1;0;5;3;0;0;0;0;0;0;0;0;0;0x200863a;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
10000;Rage of Purphoros;Rage of Purphoros;0;0;0;0;1;0;0;0;-1;0;0;0;1;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0x200afbb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10000;Rage Reflection;Rage Reflection;0;0;0;0;0;1;0;0;-1;0;0;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0x2007e15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10000;Rage Thrower;Rage Thrower;0;0;0;0;0;0;1;0;-1;0;0;0;1;0;0;0;0;5;1;0;4;2;0;0;0;0;0;0;0;0;0;0x20049E5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
10000;Rageblood Shaman;Rageblood Shaman;0;0;0;0;0;0;1;0;-1;0;0;0;1;0;0;0;0;1;2;0;2;3;0;0;0;0;0;0;0;0;0;0x200afc0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10000;Ragemonger;Ragemonger;0;0;0;0;0;0;1;0;-1;0;0;0;1;0;0;1;0;1;2;0;2;3;0;0;0;0;0;0;0;0;0;0x200b731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
10000;Raging Bull;Raging Bull;0;0;0;0;0;0;1;0;-1;0;0;0;1;0;0;0;0;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0x401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Raging Goblin;Raging Goblin;0;0;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0x200bb46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
10000;Raging Kavu;Raging Kavu;0;0;0;1;0;0;1;0;-1;0;0;0;1;1;0;0;0;1;2;0;3;1;0;0;0;0;0;0;0;0;0;0x200896e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
10000;Raging Poltergeist;Raging Poltergeist;0;0;0;0;0;0;1;0;-1;0;0;0;1;0;0;0;0;4;1;0;6;1;0;0;0;0;0;0;0;0;0;0x401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Raging Ravine;Raging Ravine;0;0;0;0;0;0;0;1;-1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0x200242E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;2
10000;Raging Ravine Animated;Raging Ravine Animated;0;0;0;0;0;0;1;1;-1;0;0;0;1;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0x2002433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;2
10000;Raging River;Raging River;0;0;0;0;0;1;0;0;-1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0x4328B0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
10000;Ragnar;Ragnar;0;0;0;0;0;0;1;0;14;0;0;1;0;1;1;0;0;0;3;0;2;2;0;0;0;0;0;0;0;0;0;0x200ad59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;1
10000;Raid Bombardment;Raid Bombardment;0;0;0;0;0;1;0;0;-1;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0x200863f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10000;Raiders' Spoils;Raiders' Spoils;0;0;0;0;0;1;0;0;-1;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0x200d05e;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10000;Raiding Nightstalker;Raiding Nightstalker;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;0;1;0;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0x401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Raiding Party;Raiding Party;0;0;0;0;0;1;0;0;-1;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0x2001E89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3
10000;Rain of Blades;Rain of Blades;0;0;0;1;0;0;0;0;-1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0x200c25d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
10000;Rain of Daggers;Rain of Daggers;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0x2002361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
10000;Rain of Embers;Rain of Embers;0;0;0;0;1;0;0;0;-1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0x2006a1f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Rain of Filth;Rain of Filth;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0x2003987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1
10000;Rain of Filth Effect;Rain of Filth Effect;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0x200398C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0
10000;Rain of Gore;Rain of Gore;0;0;0;0;0;1;0;0;-1;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0x2005048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10000;Rain of Salt;Rain of Salt;0;0;0;0;1;0;0;0;-1;0;0;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0x200cda7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1
10000;Rain of Tears;Rain of Tears;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0x200c037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1
10000;Rain of Thorns;Rain of Thorns;0;0;0;0;1;0;0;0;-1;0;0;0;0;1;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0x2005e5d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10000;Rainbow Efreet;Rainbow Efreet;0;0;0;0;0;0;1;0;5;0;0;0;0;0;1;0;0;3;1;0;3;1;0;0;0;0;0;0;0;0;0;0x2003211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;1
10000;Rainbow Knights;Rainbow Knights;0;0;0;0;0;0;1;0;-1;0;0;1;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0x200cb31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
10000;Rainbow Vale;Rainbow Vale;0;0;0;0;0;0;0;1;-1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0x2001FA6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
10000;Raise Dead;Raise Dead;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0x2009a1c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
