Card#;Unknown;Card Name;Card ID;Card Type;Special Type;Color;Colored Cost;Colorless Cost;Unused;Power;Toughness;Unused;Code Reference;Abilities 1;Abilities 2;Abilities 3;Abilites 4;Type 1;Type 2;Type 3;Type 4;Unknown;When to Play;Edition;Unused;Rating
5979;0x00;Maul Splicer;11634;0b00000010;0xFF;0b00001000;1;6;0x00;1;1;0x00;0x0200470B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
5980;0x00;Mausoleum Guard;12015;0b00000010;0xFF;0b00100000;1;3;0x00;2;2;0x00;0x02003EAA;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
5981;0x00;Maw of the Mire;12016;0b00001000;0xFF;0b00000010;1;4;0x00;0;0;0x00;0x02004986;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;-1
5982;0x00;Maw of the Obzedat;13171;0b00000010;0xFF;0b00100010;2;3;0x00;3;3;0x00;0x0200A7C3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01000001;0b00000000;0x00;0
5983;0x00;Mawcor;1274;0b00000010;0xFF;0b00000100;2;3;0x00;3;3;0x00;0x0200C0C3;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;3
5984;0x00;Mayael the Anima;10011;0b00000010;0x0E;0b00111000;3;0;0x00;2;3;0x00;0x02003E87;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10101000;0b00000000;0x00;1
5985;0x00;Mayael's Aria;10315;0b00000100;0xFF;0b00111000;3;0;0x00;0;0;0x00;0x0200845A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
5986;0x00;Mayor of Avabruck;12017;0b00000010;0xFF;0b00001000;1;1;0x0C;1;1;0x00;0x02003D6A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
5987;0x00;Maze Abomination;13172;0b00000010;0xFF;0b00000010;1;5;0x00;4;5;0x00;0x0200A5AC;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
5988;0x00;Maze Behemoth;13173;0b00000010;0xFF;0b00001000;1;5;0x00;5;4;0x00;0x0200A5C5;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
5989;0x00;Maze Glider;13174;0b00000010;0xFF;0b00000100;1;5;0x00;3;5;0x00;0x0200A598;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
5990;0x00;Maze of Ith;377;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x02003D42;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01000001;0b00000000;0x00;0
5991;0x00;Maze Rusher;13175;0b00000010;0xFF;0b00010000;1;5;0x00;6;3;0x00;0x0200A5B6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
5992;0x00;Maze Sentinel;13176;0b00000010;0xFF;0b00100000;1;5;0x00;3;6;0x00;0x0200A58E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
5993;0x00;Maze's End;13177;0b00000001;0xFF;0b00000001;0;0;0x00;0;0;0x00;0x0200A6D3;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00010000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
5994;0x00;Meadowboon;9383;0b00000010;0xFF;0b00100000;2;2;0x01;3;3;0x01;0x02007B59;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
5995;0x00;Meandering Towershell;14326;0b00000010;0xFF;0b00001000;2;3;0x00;5;9;0x00;0x0200D0EF;0b00000010;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000100;0b00000000;0b00001000;0b00000000;0x00;0
5996;0x00;Meddling Mage;5259;0b00000010;0xFF;0b00100100;2;0;0x00;2;2;0x00;0x02001673;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b01000000;0b00000000;0b00000001;0b00000000;0x00;2
5997;0x00;Medicine Runner;9597;0b00000010;0xFF;0b00101000;1;1;0x01;2;1;0x01;0x02007DB6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
5998;0x00;Meditate;1558;0b00010000;0xFF;0b00000100;1;2;0x00;0;0;0x00;0x0200BAE7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;3
5999;0x00;Meditation Puzzle;14133;0b00010000;0xFF;0b00100000;2;3;0x01;0;0;0x01;0x0200C88E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6000;0x00;Medomai the Ageless;13482;0b00000010;0x0E;0b00100100;2;4;0x00;4;4;0x00;0x0200B0B5;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6001;0x00;Meekstone;159;0b01000000;0xFF;0b00000001;0;1;0x00;0;0;0x00;0x0200C08C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6002;0x00;Megantic Sliver;13314;0b00000010;0xFF;0b00001000;1;5;0x00;3;3;0x00;0x0200ABF1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6003;0x00;Megatherium;4529;0b00000010;0xFF;0b00001000;1;2;0x00;4;4;0x00;0x02004FBC;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6004;0x00;Megatog;6722;0b00000010;0xFF;0b00010000;2;4;0x00;3;4;0x00;0x020052D2;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
6005;0x00;Meglonoth;10173;0b00000010;0xFF;0b00111000;3;3;0x00;6;6;0x00;0x0200832E;0b10000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6006;0x00;Megrim;1082;0b00000100;0xFF;0b00000010;1;2;0x00;0;0;0x00;0x0200CCE9;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
6007;0x00;Meishin, the Mind Cage;7692;0b00000100;0x0E;0b00000100;3;4;0x00;0;0;0x00;0x0200642A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6008;0x00;Melancholy;8805;0b00000100;0xFF;0b00000010;1;2;0x00;0;0;0x00;0x0200B61E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6009;0x00;Melek, Izzet Paragon;13178;0b00000010;0x0E;0b00010100;2;4;0x01;2;4;0x01;0x0200A60B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
6010;0x00;Melesse Spirit;2539;0b00000010;0xFF;0b00100000;2;3;0x00;3;3;0x00;0x401000;0b00100000;0b00001000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6011;0x00;Meletis Astronomer;13749;0b00000010;0xFF;0b00000100;1;1;0x00;1;3;0x00;0x0200B8AD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6012;0x00;Meletis Charlatan;13483;0b00000010;0xFF;0b00000100;1;2;0x01;2;3;0x00;0x0200AE67;0b00000000;0b00000000;0b00000000;0b00000000;0b00000010;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
6013;0x00;Melira, Sylvok Outcast;11635;0b00000010;0x0E;0b00001000;1;1;0x00;2;2;0x00;0x02003D29;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;1
6014;0x00;Melira's Keepers;11478;0b00000010;0xFF;0b00001000;1;4;0x00;4;4;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6015;0x00;Meloku the Clouded Mirror;7302;0b00000010;0x0E;0b00000100;1;4;0x00;2;4;0x00;0x02001448;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01110001;0b00000000;0x00;2
6016;0x00;Melt Terrain;11302;0b00001000;0xFF;0b00010000;2;2;0x00;0;0;0x00;0x02004305;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;-1
6017;0x00;Meltdown;3825;0b00001000;0xFF;0b00010000;1;255;0x00;0;0;0x00;0x0200392D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6018;0x00;Memnarch;6915;0b01000010;0x0E;0b00000001;0;7;0x00;4;5;0x00;0x020057F0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00011000;0b00000000;0x00;0
6019;0x00;Memnite;11303;0b01000010;0xFF;0b00000001;0;0;0x00;1;1;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
6020;0x00;Memoricide;11304;0b00001000;0xFF;0b00000010;1;3;0x00;0;0;0x00;0x0200430A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;3
6021;0x00;Memory Crystal;3513;0b01000000;0xFF;0b00000001;1;3;0x00;0;0;0x01;0x02006F5B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6022;0x00;Memory Erosion;10012;0b00000100;0xFF;0b00000100;2;1;0x00;0;0;0x00;0x020081DF;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6023;0x00;Memory Jar;4019;0b01000000;0xFF;0b00000001;0;5;0x00;0;0;0x00;0x020016CD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6024;0x00;Memory Lapse;1455;0b00100000;0xFF;0b00000100;1;1;0x00;0;0;0x00;0x0200CCC6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;1
6025;0x00;Memory Plunder;9598;0b00010000;0xFF;0b00000110;4;0;0x01;0;0;0x01;0x02007DBB;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6026;0x00;Memory's Journey;12019;0b00010000;0xFF;0b00000100;1;1;0x09;0;0;0x01;0x0200498B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
6027;0x00;Mending Touch;13179;0b00010000;0xFF;0b00001000;1;0;0x00;0;0;0x00;0x0200A796;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
6028;0x00;Meng Huo, Barbarian King;4337;0b00000010;0x0E;0b00001000;2;3;0x00;4;4;0x00;0x0200B26D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6029;0x00;Mental Agony;12422;0b00001000;0xFF;0b00000010;1;3;0x00;0;0;0x00;0x02005DAE;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6030;0x00;Mental Discipline;4158;0b00000100;0xFF;0b00000100;2;1;0x00;0;0;0x00;0x0200A39A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
6031;0x00;Mental Misstep;11636;0b00100000;0xFF;0b00000100;1;0;0x01;0;0;0x01;0x02003784;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00100000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;1
6032;0x00;Mental Note;5974;0b00010000;0xFF;0b00000100;1;0;0x00;0;0;0x00;0x02001650;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001111;0b00000000;0x00;0
6033;0x00;Mental Vapors;13002;0b00001000;0xFF;0b00000010;1;3;0x01;0;0;0x00;0x020098F5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6034;0x00;Mentor of the Meek;12020;0b00000010;0xFF;0b00100000;1;2;0x00;2;2;0x00;0x02003D88;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6035;0x00;Mephidross Vampire;7089;0b00000010;0xFF;0b00000010;2;4;0x00;3;4;0x00;0x02005A34;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6036;0x00;Mephitic Ooze;6916;0b00000010;0xFF;0b00000010;1;4;0x00;0;5;0x00;0x020057F5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6037;0x00;Mer-Ek Nightblade;14327;0b00000010;0x09;0b00000010;1;3;0x00;2;3;0x00;0x0200D04F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10000001;0b00000000;0x00;0
6038;0x00;Mercadian Atlas;4531;0b01000000;0xFF;0b00000001;0;5;0x00;0;0;0x00;0x02004FC1;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6039;0x00;Mercadian Lift;4533;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x02004FC6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;0
6040;0x00;Mercenary Knight;2827;0b00000010;0xFF;0b00000010;1;2;0x00;4;4;0x00;0x02003306;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6041;0x00;Merchant of Secrets;1083;0b00000010;0xFF;0b00000100;1;2;0x00;1;1;0x00;0x02003C4D;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6042;0x00;Merchant Scroll;1084;0b00001000;0xFF;0b00000100;1;1;0x00;0;0;0x00;0x02003F95;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
6043;0x00;Merchant Ship;440;0b00000010;0xFF;0b00000100;1;0;0x00;0;2;0x00;0x02005755;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;2
6044;0x00;Merciless Eviction;13003;0b00001000;0xFF;0b00100010;2;4;0x00;0;0;0x00;0x02009AC6;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6045;0x00;Merciless Predator;12054;0b00000010;0xFF;0b00010000;0;0;0x00;3;2;0x00;0x02004945;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6046;0x00;Mercurial Chemister;12772;0b00000010;0xFF;0b00010100;2;3;0x00;2;3;0x00;0x02007776;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
6047;0x00;Mercurial Pretender;14134;0b00000010;0xFF;0b00000100;1;4;0x00;16384;16384;0x00;0x0200C8D4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6048;0x00;Mercy Killing;9600;0b00010000;0xFF;0b00101000;1;2;0x01;0;0;0x01;0x02007DC0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6049;0x00;Merfolk Assassin;940;0b00000010;0x01;0b00000100;2;0;0x00;1;2;0x00;0x020017BD;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;1
6050;0x00;Merfolk Looter;1565;0b00000010;0x01;0b00000100;1;1;0x00;1;1;0x00;0x0200BB05;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
6051;0x00;Merfolk Mesmerist;11828;0b00000010;0x01;0b00000100;1;1;0x00;1;2;0x00;0x0200403F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;-2
6052;0x00;Merfolk of the Depths;13004;0b00010010;0x01;0b00001100;2;4;0x01;4;2;0x01;0x02009B84;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6053;0x00;Merfolk of the Pearl Trident;160;0b00000010;0x01;0b00000100;1;0;0x00;1;1;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6054;0x00;Merfolk Seastalkers;10607;0b00000010;0x01;0b00000100;1;3;0x00;2;3;0x00;0x02001C63;0b00000010;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;1
6055;0x00;Merfolk Sovereign;10445;0b00000010;0x01;0b00000100;2;1;0x00;2;2;0x00;0x020017A4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00011001;0b00000000;0x00;2
6056;0x00;Merfolk Spy;11148;0b00000010;0x01;0b00000100;1;0;0x00;1;1;0x00;0x020026D6;0b00000010;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6057;0x00;Merfolk Thaumaturgist;8806;0b00000010;0x01;0b00000100;1;2;0x00;1;2;0x00;0x0200B66E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b01001000;0b00000000;0x00;0
6058;0x00;Merfolk Traders;3008;0b00000010;0xFF;0b00000100;1;1;0x00;1;2;0x00;0x020033B5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6059;0x00;Merfolk Wayfinder;10608;0b00000010;0x01;0b00000100;1;2;0x00;1;2;0x00;0x02001C68;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6060;0x00;Merfolk Wizard;14917;0b00000010;0x01;0b00000100;0;0;0x00;1;1;0x00;0x020076A4;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6061;0x00;Merieke Ri Berit;2030;0b00000010;0x0E;0b00100110;3;0;0x00;1;1;0x00;0x02002E29;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10111000;0b00000000;0x00;3
6062;0x00;Merrow Bonegnawer;9822;0b00000010;0x01;0b00000010;1;0;0x00;1;1;0x00;0x02007FF0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b10001000;0b00000000;0x00;0
6063;0x00;Merrow Commerce;9209;0b00000100;0xFF;0b00000100;1;1;0x00;0;0;0x00;0x020079B0;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6064;0x00;Merrow Harbinger;9210;0b00000010;0x01;0b00000100;1;3;0x00;2;3;0x00;0x020079B5;0b00000010;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6065;0x00;Merrow Levitator;9823;0b00000010;0x01;0b00000100;1;3;0x00;2;3;0x00;0x02007FF5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;0
6066;0x00;Merrow Reejerey;1458;0b00000010;0x01;0b00000100;1;2;0x00;2;2;0x00;0x0200113C;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001001;0b00000000;0x00;2
6067;0x00;Merrow Witsniper;9384;0b00000010;0x01;0b00000100;1;0;0x00;1;1;0x00;0x02007B5E;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6068;0x00;Merseine;1807;0b00000100;0xFF;0b00000100;2;2;0x00;0;0;0x00;0x02001EED;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6069;0x00;Mesa Enchantress;8807;0b00000010;0xFF;0b00100000;2;1;0x00;0;2;0x00;0x0200C168;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;-1
6070;0x00;Mesa Pegasus;161;0b00000010;0xFF;0b00100000;1;1;0x00;1;1;0x00;0x401000;0b01100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6071;0x00;Mesmeric Fiend;5837;0b00000010;0xFF;0b00000010;1;1;0x00;1;1;0x00;0x02008F81;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6072;0x00;Mesmeric Orb;6723;0b01000000;0xFF;0b00000001;0;2;0x00;0;0;0x00;0x020052D7;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6073;0x00;Mesmeric Sliver;8974;0b00000010;0xFF;0b00000100;1;3;0x00;2;2;0x00;0x020073A2;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6074;0x00;Messenger Drake;13315;0b00000010;0xFF;0b00000100;2;3;0x00;3;3;0x00;0x02004201;0b00100000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6075;0x00;Messenger's Speed;13484;0b00000100;0xFF;0b00010000;1;0;0x00;0;0;0x00;0x0200AF98;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;0
6076;0x00;Metallic Mastery;11479;0b00001000;0xFF;0b00010000;1;2;0x00;0;0;0x00;0x0200453A;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0x00;1
6077;0x00;Metallic Sliver;1384;0b01000010;0xFF;0b00000001;0;1;0x00;1;1;0x00;0x401000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6078;0x00;Metalworker;4159;0b01000010;0xFF;0b00000001;0;3;0x00;1;2;0x00;0x02002325;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00010000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;2
6079;0x00;Metathran Aerostat;5041;0b00000010;0xFF;0b00000100;2;2;0x00;2;2;0x00;0x02008923;0b00100000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b00111000;0b00000000;0x00;0
6080;0x00;Metathran Elite;4160;0b00000010;0xFF;0b00000100;2;1;0x00;2;3;0x00;0x02003B8F;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6081;0x00;Metathran Soldier;4161;0b00000010;0xFF;0b00000100;1;1;0x00;1;1;0x00;0x02005B0B;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;1
6082;0x00;Meteor Shower;2032;0b00001000;0xFF;0b00010000;1;0;0x00;0;0;0x00;0x02009CB5;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00000000;0b00001000;0b00000000;0x00;0
6083;0x00;Meteor Storm;5044;0b00000100;0xFF;0b00011000;2;0;0x00;0;0;0x00;0x02008928;0b00000000;0b00000000;0b00000000;0b00000000;0b00000001;0b00000000;0b00000000;0b00000000;0b00000000;0b11111000;0b00000000;0x00;0
